id,op,dtype,M,N,K,layout,stride,threads,provider,semantic,runtime_ns,gflops,bw_gbps,error,status
220,GEMM,f32,128,128,128,TT,1,24,SIMD_AVX2,reassoc,315263.40,13.30,0.62,0.000000,COMPLETED
221,GEMM,f32,192,192,192,NN,1,1,SIMD_AVX2,reassoc,1059265.00,13.36,0.42,0.000000,COMPLETED
222,GEMM,f32,192,192,192,NN,1,1,Eigen3,strict,291620.00,48.54,1.52,0.000000,COMPLETED
223,GEMM,f32,192,192,192,NN,1,4,SIMD_AVX2,reassoc,282410.00,50.12,1.57,0.000000,COMPLETED
224,GEMM,f32,192,192,192,NN,1,4,Eigen3,strict,59710.00,237.08,7.41,0.000000,COMPLETED
225,GEMM,f32,192,192,192,NN,1,12,SIMD_AVX2,reassoc,123100.00,114.99,3.59,0.000000,COMPLETED
226,GEMM,f32,192,192,192,NN,1,12,Eigen3,strict,47375.00,298.80,9.34,0.000000,COMPLETED
227,GEMM,f32,192,192,192,NN,1,24,SIMD_AVX2,reassoc,68700.00,206.05,6.44,0.000000,COMPLETED
228,GEMM,f32,192,192,192,NN,1,24,Eigen3,strict,39685.00,356.70,11.15,0.000000,COMPLETED
229,GEMM,f32,192,192,192,NT,1,1,SIMD_AVX2,reassoc,9776200.00,1.45,0.05,0.000000,COMPLETED
230,GEMM,f32,192,192,192,NT,1,4,SIMD_AVX2,reassoc,3540270.00,4.00,0.12,0.000000,COMPLETED
231,GEMM,f32,192,192,192,NT,1,12,SIMD_AVX2,reassoc,1327990.00,10.66,0.33,0.000000,COMPLETED
232,GEMM,f32,192,192,192,NT,1,24,SIMD_AVX2,reassoc,738490.00,19.17,0.60,0.000000,COMPLETED
233,GEMM,f32,192,192,192,TN,1,1,SIMD_AVX2,reassoc,1055300.00,13.41,0.42,0.000000,COMPLETED
234,GEMM,f32,192,192,192,TN,1,4,SIMD_AVX2,reassoc,290355.00,48.75,1.52,0.000000,COMPLETED
235,GEMM,f32,192,192,192,TN,1,12,SIMD_AVX2,reassoc,119695.00,118.27,3.70,0.000000,COMPLETED
236,GEMM,f32,192,192,192,TN,1,24,SIMD_AVX2,reassoc,78125.00,181.19,5.66,0.000000,COMPLETED
237,GEMM,f32,192,192,192,TT,1,1,SIMD_AVX2,reassoc,9830350.00,1.44,0.05,0.000000,COMPLETED
238,GEMM,f32,192,192,192,TT,1,4,SIMD_AVX2,reassoc,3560245.00,3.98,0.12,0.000000,COMPLETED
239,GEMM,f32,192,192,192,TT,1,12,SIMD_AVX2,reassoc,1273435.00,11.12,0.35,0.000000,COMPLETED
240,GEMM,f32,192,192,192,TT,1,24,SIMD_AVX2,reassoc,738950.00,19.16,0.60,0.000000,COMPLETED
241,GEMM,f32,256,256,256,NN,1,1,SIMD_AVX2,reassoc,2466180.00,13.61,0.32,0.000000,COMPLETED
242,GEMM,f32,256,256,256,NN,1,1,Eigen3,strict,608725.00,55.12,1.29,0.000000,COMPLETED
243,GEMM,f32,256,256,256,NN,1,4,SIMD_AVX2,reassoc,616095.00,54.46,1.28,0.000000,COMPLETED
244,GEMM,f32,256,256,256,NN,1,4,Eigen3,strict,184180.00,182.18,4.27,0.000000,COMPLETED
245,GEMM,f32,256,256,256,NN,1,12,SIMD_AVX2,reassoc,287280.00,116.80,2.74,0.000000,COMPLETED
246,GEMM,f32,256,256,256,NN,1,12,Eigen3,strict,123970.00,270.67,6.34,0.000000,COMPLETED
247,GEMM,f32,256,256,256,NN,1,24,SIMD_AVX2,reassoc,145975.00,229.86,5.39,0.000000,COMPLETED
248,GEMM,f32,256,256,256,NN,1,24,Eigen3,strict,150725.00,222.62,5.22,0.000000,COMPLETED
249,GEMM,f32,256,256,256,NT,1,1,SIMD_AVX2,reassoc,20504010.00,1.64,0.04,0.000000,COMPLETED
250,GEMM,f32,256,256,256,NT,1,4,SIMD_AVX2,reassoc,8286805.00,4.05,0.09,0.000000,COMPLETED
251,GEMM,f32,256,256,256,NT,1,12,SIMD_AVX2,reassoc,3117300.00,10.76,0.25,0.000000,COMPLETED
252,GEMM,f32,256,256,256,NT,1,24,SIMD_AVX2,reassoc,2042890.00,16.42,0.38,0.000000,COMPLETED
253,GEMM,f32,256,256,256,TN,1,1,SIMD_AVX2,reassoc,2632270.00,12.75,0.30,0.000000,COMPLETED
254,GEMM,f32,256,256,256,TN,1,4,SIMD_AVX2,reassoc,781170.00,42.95,1.01,0.000000,COMPLETED
255,GEMM,f32,256,256,256,TN,1,12,SIMD_AVX2,reassoc,284260.00,118.04,2.77,0.000000,COMPLETED
256,GEMM,f32,256,256,256,TN,1,24,SIMD_AVX2,reassoc,231075.00,145.21,3.40,0.000000,COMPLETED
257,GEMM,f32,256,256,256,TT,1,1,SIMD_AVX2,reassoc,20659915.00,1.62,0.04,0.000000,COMPLETED
258,GEMM,f32,256,256,256,TT,1,4,SIMD_AVX2,reassoc,8441450.00,3.97,0.09,0.000000,COMPLETED
259,GEMM,f32,256,256,256,TT,1,12,SIMD_AVX2,reassoc,3083390.00,10.88,0.26,0.000000,COMPLETED
260,GEMM,f32,256,256,256,TT,1,24,SIMD_AVX2,reassoc,1801440.00,18.63,0.44,0.000000,COMPLETED
261,GEMM,f32,384,384,384,NN,1,1,SIMD_AVX2,reassoc,8114055.00,13.96,0.22,0.000000,COMPLETED
262,GEMM,f32,384,384,384,NN,1,1,Eigen3,strict,1776185.00,63.76,1.00,0.000000,COMPLETED
263,GEMM,f32,384,384,384,NN,1,4,SIMD_AVX2,reassoc,2764885.00,40.96,0.64,0.000000,COMPLETED
264,GEMM,f32,384,384,384,NN,1,4,Eigen3,strict,658935.00,171.86,2.69,0.000000,COMPLETED
265,GEMM,f32,384,384,384,NN,1,12,SIMD_AVX2,reassoc,968255.00,116.96,1.83,0.000000,COMPLETED
266,GEMM,f32,384,384,384,NN,1,12,Eigen3,strict,281615.00,402.13,6.28,0.000000,COMPLETED
267,GEMM,f32,384,384,384,NN,1,24,SIMD_AVX2,reassoc,534355.00,211.93,3.31,0.000000,COMPLETED
268,GEMM,f32,384,384,384,NN,1,24,Eigen3,strict,230310.00,491.71,7.68,0.000000,COMPLETED
269,GEMM,f32,384,384,384,NT,1,1,SIMD_AVX2,reassoc,61848055.00,1.83,0.03,0.000000,COMPLETED
270,GEMM,f32,384,384,384,NT,1,4,SIMD_AVX2,reassoc,28661920.00,3.95,0.06,0.000000,COMPLETED
271,GEMM,f32,384,384,384,NT,1,12,SIMD_AVX2,reassoc,9862550.00,11.48,0.18,0.000000,COMPLETED
272,GEMM,f32,384,384,384,NT,1,24,SIMD_AVX2,reassoc,5379730.00,21.05,0.33,0.000000,COMPLETED
273,GEMM,f32,384,384,384,TN,1,1,SIMD_AVX2,reassoc,8117135.00,13.95,0.22,0.000000,COMPLETED
274,GEMM,f32,384,384,384,TN,1,4,SIMD_AVX2,reassoc,2373610.00,47.71,0.75,0.000000,COMPLETED
275,GEMM,f32,384,384,384,TN,1,12,SIMD_AVX2,reassoc,1034170.00,109.50,1.71,0.000000,COMPLETED
276,GEMM,f32,384,384,384,TN,1,24,SIMD_AVX2,reassoc,504560.00,224.45,3.51,0.000000,COMPLETED
277,GEMM,f32,384,384,384,TT,1,1,SIMD_AVX2,reassoc,61346725.00,1.85,0.03,0.000000,COMPLETED
278,GEMM,f32,384,384,384,TT,1,4,SIMD_AVX2,reassoc,28693370.00,3.95,0.06,0.000000,COMPLETED
279,GEMM,f32,384,384,384,TT,1,12,SIMD_AVX2,reassoc,9832990.00,11.52,0.18,0.000000,COMPLETED
280,GEMM,f32,384,384,384,TT,1,24,SIMD_AVX2,reassoc,5501130.00,20.59,0.32,0.000000,COMPLETED
281,GEMM,f32,512,512,512,NN,1,1,SIMD_AVX2,reassoc,16517310.00,16.25,0.19,0.000000,COMPLETED
282,GEMM,f32,512,512,512,NN,1,1,Eigen3,strict,3710635.00,72.34,0.85,0.000000,COMPLETED
283,GEMM,f32,512,512,512,NN,1,4,SIMD_AVX2,reassoc,6445430.00,41.65,0.49,0.000000,COMPLETED
284,GEMM,f32,512,512,512,NN,1,4,Eigen3,strict,1617760.00,165.93,1.94,0.000000,COMPLETED
285,GEMM,f32,512,512,512,NN,1,12,SIMD_AVX2,reassoc,2249120.00,119.35,1.40,0.000000,COMPLETED
286,GEMM,f32,512,512,512,NN,1,12,Eigen3,strict,800635.00,335.28,3.93,0.000000,COMPLETED
287,GEMM,f32,512,512,512,NN,1,24,SIMD_AVX2,reassoc,1137835.00,235.92,2.76,0.000000,COMPLETED
288,GEMM,f32,512,512,512,NN,1,24,Eigen3,strict,1000705.00,268.25,3.14,0.000000,COMPLETED
289,GEMM,f32,512,512,512,NT,1,1,SIMD_AVX2,reassoc,176610935.00,1.52,0.02,0.000000,COMPLETED
290,GEMM,f32,512,512,512,NT,1,4,SIMD_AVX2,reassoc,69937920.00,3.84,0.04,0.000000,COMPLETED
291,GEMM,f32,512,512,512,NT,1,12,SIMD_AVX2,reassoc,24840090.00,10.81,0.13,0.000000,COMPLETED
292,GEMM,f32,512,512,512,NT,1,24,SIMD_AVX2,reassoc,13938850.00,19.26,0.23,0.000000,COMPLETED
293,GEMM,f32,512,512,512,TN,1,1,SIMD_AVX2,reassoc,16518730.00,16.25,0.19,0.000000,COMPLETED
294,GEMM,f32,512,512,512,TN,1,4,SIMD_AVX2,reassoc,6508495.00,41.24,0.48,0.000000,COMPLETED
295,GEMM,f32,512,512,512,TN,1,12,SIMD_AVX2,reassoc,2293590.00,117.04,1.37,0.000000,COMPLETED
296,GEMM,f32,512,512,512,TN,1,24,SIMD_AVX2,reassoc,1186730.00,226.20,2.65,0.000000,COMPLETED
297,GEMM,f32,512,512,512,TT,1,1,SIMD_AVX2,reassoc,177933315.00,1.51,0.02,0.000000,COMPLETED
298,GEMM,f32,512,512,512,TT,1,4,SIMD_AVX2,reassoc,70420985.00,3.81,0.04,0.000000,COMPLETED
299,GEMM,f32,512,512,512,TT,1,12,SIMD_AVX2,reassoc,24144995.00,11.12,0.13,0.000000,COMPLETED
300,GEMM,f32,512,512,512,TT,1,24,SIMD_AVX2,reassoc,13879115.00,19.34,0.23,0.000000,COMPLETED
301,GEMM,f32,4096,16,64,NN,1,1,SIMD_AVX2,reassoc,1124085.09,7.46,1.17,0.000000,COMPLETED
302,GEMM,f32,4096,16,64,NN,1,12,SIMD_AVX2,reassoc,121570.20,69.00,10.82,0.000000,COMPLETED
303,GEMM,f32,4096,16,64,NT,1,1,SIMD_AVX2,reassoc,3790498.80,2.21,0.35,0.000000,COMPLETED
304,GEMM,f32,4096,16,64,NT,1,12,SIMD_AVX2,reassoc,679360.04,12.35,1.94,0.000000,COMPLETED
305,GEMM,f32,16,4096,64,NN,1,1,SIMD_AVX2,reassoc,648465.00,12.94,2.03,0.000000,COMPLETED
306,GEMM,f32,16,4096,64,NN,1,12,SIMD_AVX2,reassoc,120810.00,69.44,10.88,0.000000,COMPLETED
307,GEMM,f32,16,4096,64,NT,1,1,SIMD_AVX2,reassoc,6014245.00,1.39,0.22,0.000000,COMPLETED
308,GEMM,f32,16,4096,64,NT,1,12,SIMD_AVX2,reassoc,1098965.00,7.63,1.20,0.000000,COMPLETED
309,GEMM,f32,1024,32,128,NN,1,1,SIMD_AVX2,reassoc,695623.10,12.06,0.97,0.000000,COMPLETED
310,GEMM,f32,1024,32,128,NN,1,12,SIMD_AVX2,reassoc,95695.70,87.66,7.02,0.000000,COMPLETED
311,GEMM,f32,1024,32,128,NT,1,1,SIMD_AVX2,reassoc,3678260.60,2.28,0.18,0.000000,COMPLETED
312,GEMM,f32,1024,32,128,NT,1,12,SIMD_AVX2,reassoc,663871.00,12.64,1.01,0.000000,COMPLETED
313,GEMM,f32,32,1024,128,NN,1,1,SIMD_AVX2,reassoc,616320.00,13.61,1.09,0.000000,COMPLETED
314,GEMM,f32,32,1024,128,NN,1,12,SIMD_AVX2,reassoc,88145.00,95.17,7.62,0.000000,COMPLETED
315,GEMM,f32,32,1024,128,NT,1,1,SIMD_AVX2,reassoc,5763950.00,1.46,0.12,0.000000,COMPLETED
316,GEMM,f32,32,1024,128,NT,1,12,SIMD_AVX2,reassoc,801860.00,10.46,0.84,0.000000,COMPLETED
317,GEMM,f32,2048,16,16,NN,1,1,SIMD_AVX2,reassoc,152369.47,6.88,1.73,0.000000,COMPLETED
318,GEMM,f32,2048,16,16,NN,1,12,SIMD_AVX2,reassoc,18203.86,57.60,14.46,0.000000,COMPLETED
319,GEMM,f32,2048,16,16,NT,1,1,SIMD_AVX2,reassoc,506067.87,2.07,0.52,0.000000,COMPLETED
320,GEMM,f32,2048,16,16,NT,1,12,SIMD_AVX2,reassoc,89938.95,11.66,2.93,0.000000,COMPLETED
321,GEMM,f32,16,2048,16,NN,1,1,SIMD_AVX2,reassoc,101215.00,10.36,2.60,0.000000,COMPLETED
322,GEMM,f32,16,2048,16,NN,1,12,SIMD_AVX2,reassoc,16370.00,64.05,16.08,0.000000,COMPLETED
323,GEMM,f32,16,2048,16,NT,1,1,SIMD_AVX2,reassoc,723565.00,1.45,0.36,0.000000,COMPLETED
324,GEMM,f32,16,2048,16,NT,1,12,SIMD_AVX2,reassoc,116235.00,9.02,2.26,0.000000,COMPLETED
325,GEMM,f64,1,1,1,NN,1,1,SIMD_AVX2,reassoc,173.48,0.01,0.14,0.000000,COMPLETED
326,GEMM,f64,1,1,1,NN,1,1,Eigen3,strict,20.38,0.10,1.18,0.000000,COMPLETED
327,GEMM,f64,1,1,1,NN,1,4,SIMD_AVX2,reassoc,561.45,0.00,0.04,0.000000,COMPLETED
328,GEMM,f64,1,1,1,NN,1,4,Eigen3,strict,19.93,0.10,1.20,0.000000,COMPLETED
329,GEMM,f64,1,1,1,NN,1,12,SIMD_AVX2,reassoc,809.44,0.00,0.03,0.000000,COMPLETED
330,GEMM,f64,1,1,1,NN,1,12,Eigen3,strict,20.12,0.10,1.19,0.000000,COMPLETED
331,GEMM,f64,1,1,1,NN,1,24,SIMD_AVX2,reassoc,1923.96,0.00,0.01,0.000000,COMPLETED
332,GEMM,f64,1,1,1,NN,1,24,Eigen3,strict,20.08,0.10,1.20,0.000000,COMPLETED
333,GEMM,f64,1,1,1,NT,1,1,SIMD_AVX2,reassoc,173.87,0.01,0.14,0.000000,COMPLETED
334,GEMM,f64,1,1,1,NT,1,4,SIMD_AVX2,reassoc,926.88,0.00,0.03,0.000000,COMPLETED
335,GEMM,f64,1,1,1,NT,1,12,SIMD_AVX2,reassoc,1200.13,0.00,0.02,0.000000,COMPLETED
336,GEMM,f64,1,1,1,NT,1,24,SIMD_AVX2,reassoc,1507.27,0.00,0.02,0.000000,COMPLETED
337,GEMM,f64,1,1,1,TN,1,1,SIMD_AVX2,reassoc,172.09,0.01,0.14,0.000000,COMPLETED
338,GEMM,f64,1,1,1,TN,1,4,SIMD_AVX2,reassoc,1118.74,0.00,0.02,0.000000,COMPLETED
339,GEMM,f64,1,1,1,TN,1,12,SIMD_AVX2,reassoc,1224.81,0.00,0.02,0.000000,COMPLETED
340,GEMM,f64,1,1,1,TN,1,24,SIMD_AVX2,reassoc,1841.61,0.00,0.01,0.000000,COMPLETED
341,GEMM,f64,1,1,1,TT,1,1,SIMD_AVX2,reassoc,173.15,0.01,0.14,0.000000,COMPLETED
342,GEMM,f64,1,1,1,TT,1,4,SIMD_AVX2,reassoc,758.26,0.00,0.03,0.000000,COMPLETED
343,GEMM,f64,1,1,1,TT,1,12,SIMD_AVX2,reassoc,1883.38,0.00,0.01,0.000000,COMPLETED
344,GEMM,f64,1,1,1,TT,1,24,SIMD_AVX2,reassoc,1699.00,0.00,0.01,0.000000,COMPLETED
345,GEMM,f64,2,2,2,NN,1,1,SIMD_AVX2,reassoc,125.83,0.13,0.76,0.000000,COMPLETED
346,GEMM,f64,2,2,2,NN,1,1,Eigen3,strict,22.67,0.71,4.23,0.000000,COMPLETED
347,GEMM,f64,2,2,2,NN,1,4,SIMD_AVX2,reassoc,1254.01,0.01,0.08,0.000000,COMPLETED
348,GEMM,f64,2,2,2,NN,1,4,Eigen3,strict,22.31,0.72,4.30,0.000000,COMPLETED
349,GEMM,f64,2,2,2,NN,1,12,SIMD_AVX2,reassoc,1543.01,0.01,0.06,0.000000,COMPLETED
350,GEMM,f64,2,2,2,NN,1,12,Eigen3,strict,22.15,0.72,4.33,0.000000,COMPLETED
351,GEMM,f64,2,2,2,NN,1,24,SIMD_AVX2,reassoc,1617.62,0.01,0.06,0.000000,COMPLETED
352,GEMM,f64,2,2,2,NN,1,24,Eigen3,strict,22.35,0.72,4.30,0.000000,COMPLETED
353,GEMM,f64,2,2,2,NT,1,1,SIMD_AVX2,reassoc,127.00,0.13,0.76,0.000000,COMPLETED
354,GEMM,f64,2,2,2,NT,1,4,SIMD_AVX2,reassoc,1033.62,0.02,0.09,0.000000,COMPLETED
355,GEMM,f64,2,2,2,NT,1,12,SIMD_AVX2,reassoc,1155.90,0.01,0.08,0.000000,COMPLETED
356,GEMM,f64,2,2,2,NT,1,24,SIMD_AVX2,reassoc,2292.59,0.01,0.04,0.000000,COMPLETED
357,GEMM,f64,2,2,2,TN,1,1,SIMD_AVX2,reassoc,128.90,0.12,0.74,0.000000,COMPLETED
358,GEMM,f64,2,2,2,TN,1,4,SIMD_AVX2,reassoc,864.12,0.02,0.11,0.000000,COMPLETED
359,GEMM,f64,2,2,2,TN,1,12,SIMD_AVX2,reassoc,1093.77,0.01,0.09,0.000000,COMPLETED
360,GEMM,f64,2,2,2,TN,1,24,SIMD_AVX2,reassoc,1833.29,0.01,0.05,0.000000,COMPLETED
361,GEMM,f64,2,2,2,TT,1,1,SIMD_AVX2,reassoc,190.85,0.08,0.50,0.000000,COMPLETED
362,GEMM,f64,2,2,2,TT,1,4,SIMD_AVX2,reassoc,1556.14,0.01,0.06,0.000000,COMPLETED
363,GEMM,f64,2,2,2,TT,1,12,SIMD_AVX2,reassoc,1479.36,0.01,0.06,0.000000,COMPLETED
364,GEMM,f64,2,2,2,TT,1,24,SIMD_AVX2,reassoc,1580.32,0.01,0.06,0.000000,COMPLETED
365,GEMM,f64,4,4,4,NN,1,1,SIMD_AVX2,reassoc,240.17,0.53,1.60,0.000000,COMPLETED
366,GEMM,f64,4,4,4,NN,1,1,Eigen3,strict,31.69,4.04,12.12,0.000000,COMPLETED
367,GEMM,f64,4,4,4,NN,1,4,SIMD_AVX2,reassoc,1275.61,0.10,0.30,0.000000,COMPLETED
368,GEMM,f64,4,4,4,NN,1,4,Eigen3,strict,31.25,4.10,12.29,0.000000,COMPLETED
369,GEMM,f64,4,4,4,NN,1,12,SIMD_AVX2,reassoc,1333.45,0.10,0.29,0.000000,COMPLETED
370,GEMM,f64,4,4,4,NN,1,12,Eigen3,strict,21.44,5.97,17.91,0.000000,COMPLETED
371,GEMM,f64,4,4,4,NN,1,24,SIMD_AVX2,reassoc,1777.92,0.07,0.22,0.000000,COMPLETED
372,GEMM,f64,4,4,4,NN,1,24,Eigen3,strict,21.37,5.99,17.97,0.000000,COMPLETED
373,GEMM,f64,4,4,4,NT,1,1,SIMD_AVX2,reassoc,195.23,0.66,1.97,0.000000,COMPLETED
374,GEMM,f64,4,4,4,NT,1,4,SIMD_AVX2,reassoc,454.19,0.28,0.85,0.000000,COMPLETED
375,GEMM,f64,4,4,4,NT,1,12,SIMD_AVX2,reassoc,1473.65,0.09,0.26,0.000000,COMPLETED
376,GEMM,f64,4,4,4,NT,1,24,SIMD_AVX2,reassoc,1774.56,0.07,0.22,0.000000,COMPLETED
377,GEMM,f64,4,4,4,TN,1,1,SIMD_AVX2,reassoc,238.51,0.54,1.61,0.000000,COMPLETED
378,GEMM,f64,4,4,4,TN,1,4,SIMD_AVX2,reassoc,1307.29,0.10,0.29,0.000000,COMPLETED
379,GEMM,f64,4,4,4,TN,1,12,SIMD_AVX2,reassoc,1868.37,0.07,0.21,0.000000,COMPLETED
380,GEMM,f64,4,4,4,TN,1,24,SIMD_AVX2,reassoc,1497.67,0.09,0.26,0.000000,COMPLETED
381,GEMM,f64,4,4,4,TT,1,1,SIMD_AVX2,reassoc,296.02,0.43,1.30,0.000000,COMPLETED
382,GEMM,f64,4,4,4,TT,1,4,SIMD_AVX2,reassoc,1072.34,0.12,0.36,0.000000,COMPLETED
383,GEMM,f64,4,4,4,TT,1,12,SIMD_AVX2,reassoc,1308.04,0.10,0.29,0.000000,COMPLETED
384,GEMM,f64,4,4,4,TT,1,24,SIMD_AVX2,reassoc,1934.65,0.07,0.20,0.000000,COMPLETED
385,GEMM,f64,8,8,8,NN,1,1,SIMD_AVX2,reassoc,479.52,2.14,3.20,0.000000,COMPLETED
386,GEMM,f64,8,8,8,NN,1,1,Eigen3,strict,146.94,6.97,10.45,0.000000,COMPLETED
387,GEMM,f64,8,8,8,NN,1,4,SIMD_AVX2,reassoc,1318.04,0.78,1.17,0.000000,COMPLETED
388,GEMM,f64,8,8,8,NN,1,4,Eigen3,strict,145.64,7.03,10.55,0.000000,COMPLETED
389,GEMM,f64,8,8,8,NN,1,12,SIMD_AVX2,reassoc,1367.44,0.75,1.12,0.000000,COMPLETED
390,GEMM,f64,8,8,8,NN,1,12,Eigen3,strict,146.16,7.01,10.51,0.000000,COMPLETED
391,GEMM,f64,8,8,8,NN,1,24,SIMD_AVX2,reassoc,2113.66,0.48,0.73,0.000000,COMPLETED
392,GEMM,f64,8,8,8,NN,1,24,Eigen3,strict,147.21,6.96,10.43,0.000000,COMPLETED
393,GEMM,f64,8,8,8,NT,1,1,SIMD_AVX2,reassoc,980.93,1.04,1.57,0.000000,COMPLETED
394,GEMM,f64,8,8,8,NT,1,4,SIMD_AVX2,reassoc,736.01,1.39,2.09,0.000000,COMPLETED
395,GEMM,f64,8,8,8,NT,1,12,SIMD_AVX2,reassoc,1593.38,0.64,0.96,0.000000,COMPLETED
396,GEMM,f64,8,8,8,NT,1,24,SIMD_AVX2,reassoc,1893.77,0.54,0.81,0.000000,COMPLETED
397,GEMM,f64,8,8,8,TN,1,1,SIMD_AVX2,reassoc,483.23,2.12,3.18,0.000000,COMPLETED
398,GEMM,f64,8,8,8,TN,1,4,SIMD_AVX2,reassoc,1058.06,0.97,1.45,0.000000,COMPLETED
399,GEMM,f64,8,8,8,TN,1,12,SIMD_AVX2,reassoc,1669.34,0.61,0.92,0.000000,COMPLETED
400,GEMM,f64,8,8,8,TN,1,24,SIMD_AVX2,reassoc,2174.06,0.47,0.71,0.000000,COMPLETED
401,GEMM,f64,8,8,8,TT,1,1,SIMD_AVX2,reassoc,1017.97,1.01,1.51,0.000000,COMPLETED
402,GEMM,f64,8,8,8,TT,1,4,SIMD_AVX2,reassoc,1107.67,0.92,1.39,0.000000,COMPLETED
403,GEMM,f64,8,8,8,TT,1,12,SIMD_AVX2,reassoc,1185.97,0.86,1.30,0.000000,COMPLETED
404,GEMM,f64,8,8,8,TT,1,24,SIMD_AVX2,reassoc,2014.73,0.51,0.76,0.000000,COMPLETED
405,GEMM,f64,16,16,16,NN,1,1,SIMD_AVX2,reassoc,1788.34,4.58,3.44,0.000000,COMPLETED
406,GEMM,f64,16,16,16,NN,1,1,Eigen3,strict,506.42,16.18,12.13,0.000000,COMPLETED
407,GEMM,f64,16,16,16,NN,1,4,SIMD_AVX2,reassoc,1189.55,6.89,5.16,0.000000,COMPLETED
408,GEMM,f64,16,16,16,NN,1,4,Eigen3,strict,513.63,15.95,11.96,0.000000,COMPLETED
409,GEMM,f64,16,16,16,NN,1,12,SIMD_AVX2,reassoc,1892.03,4.33,3.25,0.000000,COMPLETED
410,GEMM,f64,16,16,16,NN,1,12,Eigen3,strict,489.73,16.73,12.55,0.000000,COMPLETED
411,GEMM,f64,16,16,16,NN,1,24,SIMD_AVX2,reassoc,2077.02,3.94,2.96,0.000000,COMPLETED
412,GEMM,f64,16,16,16,NN,1,24,Eigen3,strict,488.85,16.76,12.57,0.000000,COMPLETED
413,GEMM,f64,16,16,16,NT,1,1,SIMD_AVX2,reassoc,6263.47,1.31,0.98,0.000000,COMPLETED
414,GEMM,f64,16,16,16,NT,1,4,SIMD_AVX2,reassoc,2388.60,3.43,2.57,0.000000,COMPLETED
415,GEMM,f64,16,16,16,NT,1,12,SIMD_AVX2,reassoc,1772.63,4.62,3.47,0.000000,COMPLETED
416,GEMM,f64,16,16,16,NT,1,24,SIMD_AVX2,reassoc,1985.59,4.13,3.09,0.000000,COMPLETED
417,GEMM,f64,16,16,16,TN,1,1,SIMD_AVX2,reassoc,1888.77,4.34,3.25,0.000000,COMPLETED
418,GEMM,f64,16,16,16,TN,1,4,SIMD_AVX2,reassoc,1653.46,4.95,3.72,0.000000,COMPLETED
419,GEMM,f64,16,16,16,TN,1,12,SIMD_AVX2,reassoc,1395.02,5.87,4.40,0.000000,COMPLETED
420,GEMM,f64,16,16,16,TN,1,24,SIMD_AVX2,reassoc,1939.82,4.22,3.17,0.000000,COMPLETED
421,GEMM,f64,16,16,16,TT,1,1,SIMD_AVX2,reassoc,4227.60,1.94,1.45,0.000000,COMPLETED
422,GEMM,f64,16,16,16,TT,1,4,SIMD_AVX2,reassoc,2676.60,3.06,2.30,0.000000,COMPLETED
423,GEMM,f64,16,16,16,TT,1,12,SIMD_AVX2,reassoc,1853.25,4.42,3.32,0.000000,COMPLETED
424,GEMM,f64,16,16,16,TT,1,24,SIMD_AVX2,reassoc,2077.04,3.94,2.96,0.000000,COMPLETED
425,GEMM,f64,24,24,24,NN,1,1,SIMD_AVX2,reassoc,5312.40,5.20,2.60,0.000000,COMPLETED
426,GEMM,f64,24,24,24,NN,1,1,Eigen3,strict,1378.65,20.05,10.03,0.000000,COMPLETED
427,GEMM,f64,24,24,24,NN,1,4,SIMD_AVX2,reassoc,2224.25,12.43,6.22,0.000000,COMPLETED
428,GEMM,f64,24,24,24,NN,1,4,Eigen3,strict,1365.60,20.25,10.12,0.000000,COMPLETED
429,GEMM,f64,24,24,24,NN,1,12,SIMD_AVX2,reassoc,1852.85,14.92,7.46,0.000000,COMPLETED
430,GEMM,f64,24,24,24,NN,1,12,Eigen3,strict,1370.45,20.17,10.09,0.000000,COMPLETED
431,GEMM,f64,24,24,24,NN,1,24,SIMD_AVX2,reassoc,2668.75,10.36,5.18,0.000000,COMPLETED
432,GEMM,f64,24,24,24,NN,1,24,Eigen3,strict,1353.35,20.43,10.21,0.000000,COMPLETED
433,GEMM,f64,24,24,24,NT,1,1,SIMD_AVX2,reassoc,20301.75,1.36,0.68,0.000000,COMPLETED
434,GEMM,f64,24,24,24,NT,1,4,SIMD_AVX2,reassoc,5706.10,4.85,2.42,0.000000,COMPLETED
435,GEMM,f64,24,24,24,NT,1,12,SIMD_AVX2,reassoc,3335.75,8.29,4.14,0.000000,COMPLETED
436,GEMM,f64,24,24,24,NT,1,24,SIMD_AVX2,reassoc,4819.60,5.74,2.87,0.000000,COMPLETED
437,GEMM,f64,24,24,24,TN,1,1,SIMD_AVX2,reassoc,5275.80,5.24,2.62,0.000000,COMPLETED
438,GEMM,f64,24,24,24,TN,1,4,SIMD_AVX2,reassoc,2236.90,12.36,6.18,0.000000,COMPLETED
439,GEMM,f64,24,24,24,TN,1,12,SIMD_AVX2,reassoc,1523.00,18.15,9.08,0.000000,COMPLETED
440,GEMM,f64,24,24,24,TN,1,24,SIMD_AVX2,reassoc,2138.05,12.93,6.47,0.000000,COMPLETED
441,GEMM,f64,24,24,24,TT,1,1,SIMD_AVX2,reassoc,20082.45,1.38,0.69,0.000000,COMPLETED
442,GEMM,f64,24,24,24,TT,1,4,SIMD_AVX2,reassoc,6288.10,4.40,2.20,0.000000,COMPLETED
443,GEMM,f64,24,24,24,TT,1,12,SIMD_AVX2,reassoc,4249.95,6.51,3.25,0.000000,COMPLETED
